id,en_sent,en_amr,cn_sent,cn_amr,fa_sent,fa_amr
22,I have flown a little over all parts of the world ; and it is true that geography has been very useful to me .,"(a / and
      :op1 (f / fly-01
            :ARG0 i
            :location (o / over
                  :op1 (p2 / part
                        :part-of (w / world))))
      :op2 (u / useful-05
            :ARG0 (i / i)
            :ARG1 (g / geography)
            :degree (v / very)))",世界 各 地 差不多 都 飞到 过 。 的确 ， 地理学 帮 了 我 很 大 的 忙 。,"(x20 / muli-sentence
      :snt1()  (x6 / 飞到-01
            :arg1()  (x3 / 地
                  :mod()  (x2 / 各
                        :location()  (x1 / 世界)))
            :mod()  (x5 / 都
                  :mod()  (x4 / 差不多))
            :aspect()  (x7 / 过)
            :arg0()  (x14 / 我))
      :snt2()  (x12_x18 / 帮忙-01
            :arg0()  (x11 / 地理学)
            :aspect()  (x13 / 了)
            :arg1()  (x14 / 我)
            :degree(x17)  (x16 / 大
                  :degree()  (x15 / 很))
            :mod()  (x9 / 的确)))",من به همه جای دنیا کم و بیش پرواز کردم و براستی که جغرافی خیلی به دردم خورد .,"(x / و
      :op1 (x2 / پروازکردن
            :ARG0 (x3 / من)
            :location (x4 / همه‌جا
                  :part-of (x5 / دنیا))
            :mod (x9 / کم‌و‌بیش))
      :op2 (x6 / به‌درد‌خوردن
            :ARG1 (x7 / جغرافی)
            :ARG2 x3
            :degree (x8 / خیلی)))"
23,At a glance I can distinguish China from Arizona .,"(p / possible-01
      :ARG1 (d / distinguish-01
            :ARG0 (i / i)
            :ARG1 (c / country :wiki ""China""
                  :name (n / name :op1 ""China""))
            :ARG2 (s / state :wiki ""Arizona""
                  :name (n2 / name :op1 ""Arizona""))
            :manner (g / glance-01
                  :ARG0 i)))",我 一眼 就 能 分辨 出 中国 和 亚里桑那 。,"(x4 / 能-01
      :arg0()  (x5 / 分辨-01
            :manner()  (x2_x3 / 一眼)
            :mod()  (x3 / 就)
            :arg1(x6)  (x8 / and
                  :op1()  (x7 / 中国)
                  :op2()  (x29 / 亚利桑那))
            :arg0()  (x1 / 我)))",در نگاه اول می‌توانستم چین را از آریزونا تشخیص بدهم .,"(x / توانستن
      :ARG0 (x2 / من)
      :ARG1 (x3 / تشخیص‌دادن
            :ARG0 x2
            :ARG1 (x4 / کشور :wiki ""چین"" :name (n / name :op1 ""چین""))
            :ARG2 (x5 / ایالت :wiki ""آریزونا"" :name (n2 / name :op1 ""آریزونا""))
            :manner (x8 / نگاه‌کردن
                  :ARG0 x2
                  :ord (o / ordinal-entity :value 1))))"
24,"If one gets lost in the night , such knowledge is valuable .","(v / value-02
      :ARG1 (k / knowledge
            :mod (s / such))
      :condition (g / get-03
            :ARG1 (o / one)
            :ARG2 (l / lost
                  :time (d / date-entity :dayperiod (n / night)))))",要是 夜里 迷失 了 航向 ， 这 是 很 有用 的 。,"(x23 / condition
      :arg1(x1)  (x3 / 迷失-01
            :aspect()  (x4 / 了-01)
            :arg1()  (x5 / 航向)
            :time()  (x2 / 夜里))
      :arg2()  (x10 / 有用-01
            :degree()  (x9 / 很)
            :arg0()  (x7 / 这)
            :mode()  (x8_x11 / judgement)))",این اگر آدم شب راه گم کرده باشد خیلی فایده دارد .,"(x / فایده‌داشتن
      :ARG0 (x2 / این)
      :condition (x3 / گم‌کردن
            :ARG0 (x4 / آدم)
            :ARG1 (x5 / راه)
            :time (d / date-entity
                  :dayperiod (x6 / شب)))
      :degree (x7 / خیلی))"
25,In the course of this life I have had a great many encounters with a great many people who have been concerned with matters of consequence .,"(e / encounter-01
  :ARG0 (i / i)
  :ARG1 (p / person
          :quant (m2 / many
                   :mod (g2 / great))
          :ARG1-of (c / concern-01
                     :ARG0 (m3 / matter
                             :mod (c2 / consequence))))
  :quant (m / many
           :mod (g / great))
  :time (c3 / course
          :poss (l / life
                  :mod (t / this))))",这样 ， 在 我 的 生活 中 ， 我 跟 许多 严肃 的 人 有 过 很多 的 接触 。,"(x15 / 有-01
      :arg1()  (x19 / 接触-01
            :frequency(x18)  (x17 / 很多)
            :arg0()  (x29 / and
                  :op1()  (x9 / x4)
                  :op2(x10)  (x14 / 人
                        :quant()  (x11 / 许多)
                        :mod(x13)  (x12 / 严肃-01))))
      :aspect()  (x16 / 过)
      :time(x3_x7)  (x6 / 生活-01
            :poss(x5)  (x4 / 我))
      :manner()  (x1 / 这样)
      :arg0()  (x9 / x4))",به این ترتیب من در زندگی با آدم‌های جدی زیاد برخورد داشته‌ام .,"(x / برخوردداشتن
      :ARG0 (x3 / من)
      :ARG1 (x4 / آدم‌
            :mod (x5 / جدی))
      :quant (x2 / زیاد)
      :time (x6 / زندگی))"
26,I have lived a great deal among grown - ups .,"(l / live-01
      :ARG0 (i / i)
      :mod (d / deal
            :mod (g2 / great))
      :location (a / among
            :op1 (g / grown-up)))",我 在 大人们 中间 生活 过 很 长 时间 。,"(x5 / 生活-01
      :arg0()  (x1 / 我)
      :duration()  (x8 / 长
            :degree()  (x7 / 很))
      :location(x2_x4)  (x3 / 大人们)
      :aspect()  (x6 / 过))",پیش آدم بزرگ‌ها زیاد مانده‌ام .,"(x / ماندن
      :ARG0 (x2 / من)
      :quant (x3 / زیاد)
      :location (x4 / پیش
            :op1 (x5 / آدم‌
                  :mod (x6 / بزرگ))))"
27,"I have seen them intimately , close at hand .","(s / see-01
      :ARG0 (i / i)
      :ARG1 (t / they)
      :ARG1-of (c / close-10
            :ARG2 (a / at-hand))
      :ARG2-of (i2 / intimate-02
            :ARG1 i))",我 仔细 地 观察 过 他们 ，,"(x4 / 观察-01
      :arg0()  (x1 / 我)
      :arg1()  (x6 / 他们)
      :aspect()  (x5 / 过-01)
      :manner(x3)  (x2 / 仔细))",ایشان را از خیلی نزدیک دیده‌ام .,"(x / دیدن
      :ARG0 (x2 / من)
      :ARG1 (x3 / ایشان)
      :manner (x4 / نزدیک‌
            :degree (x5 / خیلی)))"
28,And that has n't much improved my opinion of them .,"(a / and
      :op2 (i / improve-01 :polarity -
            :ARG0 (t / that)
            :ARG1 (t3 / thing
                  :ARG1-of (o2 / opine-01
                        :ARG0 (i2 / i)
                        :topic (t2 / they)))
            :degree (m2 / much)))",但 这 并没有 使 我 对 他们 的 看法 有 多 大 的 改变 。,"(x17 / contrast
      :arg2(x1)  (x14 / 改变-01
            :arg1()  (x9 / 看法
                  :beneficiary(x6)  (x7 / 他们)
                  :poss()  (x5 / 我))
            :arg0()  (x5 / 我)
            :degree()  (x12 / 大
                  :degree()  (x11 / 多))
            :cause(x4)  (x2 / 这)
            :polarity()  (x3 / -)))",اما این امر چندان تغییری در عقیده من نداده است .,"(c / contrast-01
      :ARG2 (x / تغییردادن :polarity -
            :ARG0 (x2 / امر
                  :mod (x6 / این))
            :ARG1 (x3 / عقیده
                  :poss (x4 / من))
            :quant (x5 / چندان)))"
29,"Whenever I met one of them who seemed to me at all clear - sighted , I tried the experiment of showing him my Drawing Number One , which I have always kept .","(t / try-01
      :ARG0 (i / i)
      :ARG1 (e / experiment-01
            :ARG1 (s / show-01
                  :ARG1 (p2 / picture :wiki - :name (n / name :op1 ""Drawing"" :op2 ""Number"" :op3 ""One""))
                  :ARG2 p
                  :ARG1-of (k / keep-01
                        :ARG0 i
                        :time (a / always))))
      :time (m / meet-02
            :ARG0 i
            :ARG1 (p / person
                  :ARG1-of (i2 / include-91
                        :ARG2 (t3 / they))
                  :ARG0-of (s3 / see-01
                        :ARG1-of (c / clear-08)
                        :ARG1-of (s4 / seem-01
                              :ARG2 i)))
            :mod (a2 / any)))",当 我 遇到 一 个 头脑 看来 稍微 清楚 的 大人 时 ， 我 就 拿出 一直 保存 着 的 我 那 第一 号 作品 来 测试 测试 他 。,"(x16 / 拿出-01
      :arg0()  (x14 / x2)
      :arg1()  (x25 / 作品
            :ord()  (x35 / ordinal-entity
                  :value()  (x23 / 1)
                  :cunit()  (x24 / 号))
            :poss()  (x21 / 我)
            :mod()  (x22 / 那)
            :arg1-of(x20)  (x18 / 保存-01
                  :aspect()  (x19 / 着)
                  :time()  (x17 / 一直)
                  :arg0()  (x14 / x2)))
      :mod()  (x15 / 就)
      :purpose(x26)  (x27_x28 / 测试-01
            :arg1()  (x29 / x11))
      :time(x1_x12)  (x3 / 遇到-01
            :arg0()  (x2 / 我)
            :arg1()  (x11 / 大人
                  :mod(x10)  (x9 / 清楚-01
                        :arg0()  (x6 / 头脑)
                        :degree()  (x8 / 稍微)
                        :arg1-of()  (x7 / 看来-01))
                  :quant()  (x4 / 1)
                  :cunit()  (x5 / 个))))",وقتی به یکی از ایشان برمی‌خوردم که به نظرم کمی روشن‌بین می‌آمد ، با نشان دادن تصویر شماره ۱ خود که هنوز .نگاهش داشته‌ام او را امتحان میکردم,"(x / امتحان‌کردن
      :ARG0 (x2 / من)
      :ARG1 (x3 / ایشان
            :ARG1-of (x9 / به‌نظرآمدن
                  :ARG0 (x10 / روشن‌بین
                        :domain x3
                        :degree (x11 / کمی))))
      :ARG2 (x4 / نشان‌دادن
            :ARG0 x2
            :ARG1 (x5 / تصویر :name (n / name :op1 ""شماره"" :op2 ""۱"")
                  :ARG1-of (x6 / نگه‌داشتن
                        :ARG0 x2
                        :time (x7 / هنوز))))
      :time (x8 / برخوردکردن
            :ARG0 x2
            :ARG1 x3))"
30,"I would try to find out , so , if this was a person of true understanding .","(t / try-01
      :ARG0 (i / i)
      :ARG1 (f / find-out-03
            :ARG0 i
            :ARG1 (u2 / understand-01 :mode interrogative
                  :ARG0 (p / person
                        :mod (t2 / this))
                  :ARG1-of (t3 / true-01))))",我 想 知道 他 是否 真的 有 理解 能力 。,"(x2 / 想-02
      :arg0()  (x1 / 我)
      :arg1()  (x3 / 知道-01
            :arg1()  (x5 / 是否
                  :arg1()  (x7 / 有-01
                        :arg0()  (x4 / 他)
                        :arg1()  (x9 / 能力
                              :mod()  (x8 / 理解))
                        :degree()  (x6 / 真的)))))",و می‌خواستم بدانم آيا این آدم واقعا چيزفهم است .,"(x / خواستن
      :ARG0 (x2 / من)
      :ARG1 (x3 / دانستن
            :ARG1 (t / truth-value
                  :polarity-of (x4 / چیزفهم
                        :domain (x5 / آدم
                              :mod (x6 / این))))))"
31,"But , whoever it was , he , or she , would always say : "" That is a hat . ""","(c / contrast-01
  :ARG2 (s / say-01
          :ARG0 (o / or
                  :op1 (h / he)
                  :op2 (s2 / she))
          :ARG1 (h2 / hat
                  :domain (t / that))
          :time (a / always)))",可是 ， 得到 的 回答 总 是 ： “ 这 是 顶 帽子 。 ”,"(x15 / contrast
      :arg2(x1)  (x5 / 回答
            :arg1-of(x4)  (x3 / 得到-01)
            :arg0-of()  (x23 / mean
                  :arg1()  (x13 / 帽子
                        :cunit()  (x12 / 顶)
                        :domain(x11)  (x10 / 这)))
            :time()  (x6 / 总是)))","ولی او هم به من جواب می‌داد که : "" اين کلاه است "" .","(c / contrast-01
      :ARG2 (x / جواب‌دادن
            :ARG0 (x2 / او)
            :ARG1 (x5 / من)
            :ARG2 (x3 / کلاه
                  :domain (x4 / این))))"
32,"Then I would never talk to that person about boa constrictors , or primeval forests , or stars .","(t / talk-01
  :ARG0 (i / i)
  :ARG1 (o / or
          :op1 (b / boa
                 :mod (c2 / constrictor))
          :op2 (f / forest
                 :mod (p2 / primeval))
          :op3 (s / star))
  :ARG2 (p / person
          :mod (t2 / that))
  :time (e / ever)
  :polarity -)",我 就 不 和 他 谈 巨蟒 呀 ， 原始 森林 呀 ， 或者 星星 之类 的 事 。,"(x6 / 谈-01
      :arg0()  (x22 / and
            :op1()  (x1 / 我)
            :op2(x4)  (x5 / 他))
      :arg1()  (x18 / 事
            :example(x16_x17)  (x14 / or
                  :op1()  (x7 / 巨蟒
                        :mode()  (x8 / expressive))
                  :op2()  (x11 / 森林
                        :mod()  (x10 / 原始)
                        :mode()  (x12 / expressive))
                  :op3()  (x15 / 星星)))
      :polarity()  (x3 / -)
      :mod()  (x2 / 就))",آن وقت ديگر نه از مار بوآ با او حرف می‌زدم، نه از جنگل طبيعی و نه از ستاره‌ها .,"(x / حرف‌زدن :polarity -
      :ARG0 (x2 / من)
      :ARG1 (x10 / او)
      :ARG2 (x3 / و
            :op1 (x4 / مار
                  :mod (x5 / بوآ))
            :op2 (x6 / جنگل
                  :mod (x7 / طبیعی))
            :op3 (x8 / ستاره))
      :time (x9 / دیگر))"
